RTI,FSTI,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
18 Cyprus (CY),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8844.8505859375,8766.46484375,8688.078125,8609.6923828125,8531.306640625,8452.919921875,8374.5341796875,8296.1484375,8834.0,8835.0,8592.0,8168.0,7034.0,6546.0,7171.30078125,7203.04296875,7313.0849609375,7468.12841796875,7650.0830078125,7848.1279296875,8054.0283203125,8260.6865234375,8460.73828125,8647.7890625,8818.8720703125,8973.5380859375,9112.6005859375,9237.10546875,9348.28515625,9447.6787109375,9536.734375,9616.1298828125,9685.6533203125,9745.404296875,9796.251953125,9839.4677734375,9876.5341796875,9908.8173828125,9937.373046875,9963.1259765625,9986.7548828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18 Cyprus (CY),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 Latvia (LV),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 Latvia (LV),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58569.1640625,58417.7109375,58266.25390625,58114.80078125,57963.34765625,57811.89453125,57660.44140625,57508.98828125,54834.0,52960.0,50491.0,63165.0,63180.0,63614.0,56416.40234375,55737.3046875,55197.4921875,54796.84375,54537.9609375,54429.578125,54474.984375,54675.609375,55031.78515625,55538.890625,56184.546875,56953.78515625,57833.69921875,58812.1875,59876.5234375,61022.19140625,62240.8359375,63526.67578125,64873.52734375,66274.0546875,67720.09375,69202.9375,70715.0625,72248.78125,73797.8984375,75357.8046875,76926.109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 Latvia (LV),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5189.419921875,5103.16552734375,5016.91064453125,4930.65625,4844.40185546875,4758.1474609375,4671.892578125,4585.63818359375,5284.0,4998.0,2625.0,4462.0,4280.0,4161.0,3810.056396484375,3719.701171875,3670.998291015625,3653.55078125,3662.409912109375,3693.81396484375,3743.602294921875,3808.46923828125,3884.296875,3967.4228515625,4054.6796875,4144.1044921875,4234.4560546875,4324.22705078125,4412.95556640625,4500.05712890625,4585.34765625,4668.8662109375,4750.4384765625,4829.84912109375,4907.26708984375,4982.78125,5056.62255859375,5128.962890625,5200.0625,5270.44580078125,5340.14990234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 Latvia (LV),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29365.23828125,29298.775390625,29232.3125,29165.849609375,29099.38671875,29032.923828125,28966.4609375,28899.998046875,28196.0,28740.0,30485.0,28683.0,29321.0,30251.0,26391.90625,26508.72265625,26913.701171875,27484.29296875,28153.92578125,28882.771484375,29640.53125,30401.076171875,31137.30859375,31825.697265625,32455.314453125,33024.51953125,33536.30078125,33994.50390625,34403.66796875,34769.45703125,35097.203125,35389.39453125,35645.2578125,35865.15234375,36052.28125,36211.32421875,36347.734375,36466.546875,36571.63671875,36666.4140625,36753.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19 Latvia (LV),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20 Lithuania (LT),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20 Lithuania (LT),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55069.77734375,54857.51171875,54645.25,54432.984375,54220.71875,54008.45703125,53796.19140625,53583.92578125,49474.0,50618.0,52785.0,56004.0,56266.0,56250.0,52069.10546875,51442.3359375,50944.12109375,50574.34765625,50335.41015625,50235.3828125,50277.28515625,50462.453125,50791.18359375,51259.21484375,51855.1171875,52565.078125,53377.19140625,54280.28125,55262.59765625,56319.984375,57444.72265625,58631.48046875,59874.546875,61167.15625,62501.765625,63870.34765625,65265.953125,66681.484375,68111.2265625,69550.9375,70998.390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20 Lithuania (LT),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6045.494140625,5928.28173828125,5811.0693359375,5693.85693359375,5576.64453125,5459.43212890625,5342.2197265625,5225.00732421875,5955.0,5242.0,4975.0,4353.0,4112.0,3947.0,4209.44384765625,4109.6171875,4055.80908203125,4036.53271484375,4046.3203125,4081.016357421875,4136.02392578125,4207.6904296875,4291.466796875,4383.30615234375,4479.7099609375,4578.50830078125,4678.3310546875,4777.51220703125,4875.54150390625,4971.77392578125,5066.0048828125,5158.2783203125,5248.40087890625,5336.1357421875,5421.66943359375,5505.09912109375,5586.68115234375,5666.60400390625,5745.15673828125,5822.91796875,5899.9287109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20 Lithuania (LT),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63692.07421875,63888.2421875,64084.41015625,64280.578125,64476.74609375,64672.91796875,64869.0859375,65065.25390625,60039.0,61873.0,64804.0,68662.0,74097.0,80201.0,61773.40625,62046.83203125,62994.73046875,64330.26953125,65897.625,67603.578125,69377.203125,71157.3515625,72880.5859375,74491.84375,75965.5390625,77297.8359375,78495.71875,79568.1953125,80525.890625,81382.0703125,82149.1953125,82833.1015625,83431.9765625,83946.671875,84384.671875,84756.9296875,85076.21875,85354.3046875,85600.28125,85822.125,86025.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20 Lithuania (LT),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21 Hungary (HU),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21 Hungary (HU),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486894.78125,485067.28125,483239.78125,481412.25,479584.75,477757.25,475929.71875,474102.21875,406083.0,470440.0,485565.0,501540.0,492802.0,489714.0,461010.75,455461.4375,451050.34375,447776.40625,445660.90625,444775.28125,445146.3125,446785.75,449696.25,453840.09375,459116.125,465402.0,472592.3125,480588.09375,489285.375,498647.28125,508605.53125,519112.875,530118.75,541563.3125,553379.6875,565496.875,577853.3125,590386.25,603044.875,615791.8125,628607.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21 Hungary (HU),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18271.0625,17881.6328125,17492.201171875,17102.771484375,16713.33984375,16323.91015625,15934.4794921875,15545.048828125,17513.0,16886.0,16007.0,11546.0,10822.0,10461.0,12244.9140625,11954.52734375,11798.00390625,11741.9306640625,11770.4013671875,11871.3291015625,12031.341796875,12239.8134765625,12483.51171875,12750.6650390625,13031.0947265625,13318.4912109375,13608.8671875,13897.376953125,14182.5361328125,14462.4677734375,14736.5771484375,15004.9921875,15267.1513671875,15522.365234375,15771.1748046875,16013.865234375,16251.1796875,16483.669921875,16712.171875,16938.373046875,17162.390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21 Hungary (HU),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80541.265625,80262.75,79984.234375,79705.7109375,79427.1953125,79148.6796875,78870.1640625,78591.6484375,77447.0,79219.0,78292.0,84414.0,78443.0,76146.0,71074.5390625,71389.1328125,72479.7578125,74016.390625,75819.734375,77782.5546875,79823.2265625,81871.4140625,83854.1171875,85707.9765625,87403.5625,88936.4609375,90314.703125,91548.6640625,92650.5625,93635.6484375,94518.28125,95305.1640625,95994.2109375,96586.40625,97090.3515625,97518.6640625,97886.0234375,98205.984375,98489.0,98744.234375,98978.421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21 Hungary (HU),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22 Malta (MT),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22 Malta (MT),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9481.0517578125,9405.3984375,9329.744140625,9254.08984375,9178.435546875,9102.7822265625,9027.1279296875,8951.4736328125,9006.0,9028.0,8804.0,8596.0,8359.0,8147.0,8419.4521484375,8318.10546875,8237.544921875,8177.7529296875,8139.11767578125,8122.943359375,8129.71923828125,8159.66064453125,8212.814453125,8288.494140625,8384.8505859375,8499.6494140625,8630.9658203125,8776.994140625,8935.83203125,9106.8095703125,9288.6767578125,9480.5732421875,9681.5732421875,9890.5859375,10106.388671875,10327.685546875,10553.3515625,10782.240234375,11013.42578125,11246.22265625,11480.2724609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22 Malta (MT),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.625244140625,2009.62744140625,1968.629638671875,1927.6317138671875,1886.6337890625,1845.635986328125,1804.6380615234375,1763.6402587890625,2009.0,1822.0,1650.0,1486.0,1352.0,1268.0,1410.6732177734375,1377.21923828125,1359.18701171875,1352.7271728515625,1356.0072021484375,1367.634521484375,1386.0687255859375,1410.085693359375,1438.160888671875,1468.938232421875,1501.2451171875,1534.3544921875,1567.8072509765625,1601.0450439453125,1633.896728515625,1666.1461181640625,1697.724853515625,1728.647705078125,1758.8497314453125,1788.2515869140625,1816.91552734375,1844.8746337890625,1872.2144775390625,1898.9984130859375,1925.322998046875,1951.3824462890625,1977.1903076171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22 Malta (MT),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4543.58837890625,4502.68310546875,4461.77783203125,4420.87255859375,4379.96728515625,4339.06201171875,4298.15673828125,4257.25146484375,4914.0,4493.0,4107.0,3834.0,3657.0,3574.0,3679.3935546875,3695.679443359375,3752.138916015625,3831.687255859375,3925.043212890625,4026.654541015625,4132.29638671875,4238.32666015625,4340.9677734375,4436.9384765625,4524.7158203125,4604.07080078125,4675.42041015625,4739.2998046875,4796.34326171875,4847.33935546875,4893.03125,4933.7666015625,4969.4375,5000.09423828125,5026.1826171875,5048.35498046875,5067.37255859375,5083.9365234375,5098.587890625,5111.80078125,5123.92431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22 Malta (MT),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23 Poland (PL),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23 Poland (PL),LCV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2771678.0,2757691.75,2743705.25,2729719.0,2715732.75,2701746.25,2687760.0,2673773.75,2227880.0,2733003.0,2814475.0,2905723.0,2681996.0,2532179.0,2573775.75,2542794.5,2518167.75,2499889.75,2488079.0,2483134.75,2485206.0,2494359.0,2510607.75,2533742.75,2563198.0,2598291.5,2638434.25,2683074.0,2731630.0,2783896.5,2839492.5,2898153.75,2959598.5,3023492.25,3089462.0,3157111.0,3226095.75,3296065.5,3366737.75,3437902.5,3509450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23 Poland (PL),MDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166236.015625,163406.890625,160577.765625,157748.640625,154919.515625,152090.40625,149261.28125,146432.15625,130662.0,143917.0,154059.0,168589.0,122104.0,104353.0,120740.28125,117876.9375,116333.546875,115780.640625,116061.3828125,117056.5703125,118634.359375,120689.984375,123092.953125,125727.2109375,128492.375,131326.234375,134189.46875,137034.296875,139846.09375,142606.34375,145309.1875,147955.875,150540.890625,153057.40625,155510.78125,157903.8125,160243.84375,162536.28125,164789.421875,167019.875,169228.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23 Poland (PL),HDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029992.4375,1019230.5,1008468.5625,997706.625,986944.625,976182.6875,965420.75,954658.8125,978305.0,1006575.0,1030616.0,1065481.0,751239.0,628968.0,812270.1875,815865.5,828329.5625,845890.8125,866500.25,888932.1875,912253.875,935661.375,958320.5625,979507.25,998885.1875,1016403.75,1032154.9375,1046257.125,1058850.125,1070108.125,1080195.25,1089188.0,1097062.75,1103830.625,1109589.875,1114484.875,1118683.125,1122339.875,1125574.25,1128491.25,1131167.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23 Poland (PL),Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24 Slovenia (SI),TWV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
